label,text,source
normal,আজ সকালে বিদ্যুৎ ছিল না। সবকিছু গরম ও অস্বস্তিকর লাগছিল।,Bengali
promo,"ফার্নিচারে বিশেষ ছাড়! সোফা, টেবিলে ৩০% পর্যন্ত কমতি।",Bengali
normal,তুমি কি গাড়ি চালাচ্ছো?,Bengali
promo,টেলিটক নিয়ে এসেছে দেশের সবচেয়ে সাশ্রয়ী ইন্টারনেট প্যাকেজ! আমাদের বিশেষ 'গ্রামের ইন্টারনেট' অফারে মাত্র ১৯৯ টাকায় পাবেন ১৫ জিবি হাই স্পিড ৪জি ইন্টারনেট যা ব্যবহার করতে পারবেন সম্পূর্ণ ৩০ দিন। এই প্যাকেজের বিশেষত্ব হলো গ্রামীণ এলাকাতেও ভালো স্পিড পাবেন এবং রাত ১২টা থেকে সকাল ৬টা পর্যন্ত ডেটা খরচ হবে অর্ধেক। শুধুমাত্র এই মাসের জন্য এই অফার। *১৫২*১৯৯# ডায়াল করে এখনই কিনুন।,Bengali
promo,"“পাসপোর্ট ও ভিসা সংক্রান্ত তথ্য পেতে পাসপোর্ট বাতায়নে দেশ থেকে ১৬৪৪৫ নম্বরে ও বিদেশ থেকে ০৯৬৬৬৭১৬৪৪৫ নম্বরে ফোন করুন। 
পাসপোর্ট ও ভিসা পেতে সরকার কর্তৃক নির্ধারিত ফি ব্যতীত কোন অর্থ লেনদেন করবেন না।”",Bengali
smish,আপনার ব্যাংক অ্যাকাউন্টে অজানা লেনদেন সনাক্ত করা হয়েছে। বিস্তারিত জানতে এখানে ক্লিক করুন: http://bit.ly/UnknownTxn,Bengali
normal,"সময় নাই, তাড়াতাড়ি টাকা পাঠাও, বিকাশ ০১৯৩৭৩৮২৮৯৩।",Bengali
promo,নতুন গ্রাহকদের জন্য স্পেশাল অফার! আমাদের সার্ভিসে ৩০% ছাড়।,Bengali
normal,আমি যে ব্যাপারটি অনেক দুঃখ পেয়েছি সেটি হল বাসায় থাকা।,Bengali
smish,আপনার গ্রামীণফোন সিম বন্ধ হয়ে যাবে যদি এখনই আপনার তথ্য আপডেট না করেন। ভিজিট করুন: www.gp-update-veri.com এবং সাথে সাথে লগইন করুন।,Bengali
smish,ক্রিপ্টো বিনিয়োগে লাভবান হন! আজই শুরু করুন: http://bit.ly/CryptoInvest,Bengali
smish,ক্যাসিনোতে বাজি ধরুন এবং ৭ দিনের জন্য একটি ফ্রি ট্রিপ জিতুন! এখনই শুরু করুন: ebayisapidlld.altervista.org/,Bengali
promo,ফার্নিচারে মেগা সেল! সব পণ্যে ১৫-৩০% ছাড়। আজই ভিজিট করুন।,Bengali
normal,আমি কাল রাতের খেলা দেখিনি। তুমি কি বলতে পারো কারা জিতেছে?,Bengali
smish,আপনার অ্যাকাউন্টে সন্দেহজনক কার্যকলাপ হয়েছে। লগইন করে যাচাই করুন: [secureverify.com/VerifyBD],Bengali
smish,bKash অ্যাকাউন্ট পুনরায় চালু করতে কল করুন: +8801714344356,Bengali
normal,আমার কাছে কোনো নতুন খবর আছে?,Bengali
promo,Shohoz Food App-এ আজ সব অর্ডারে ১৫% ছাড়। কোড: SHOHOZ15 ব্যবহার করুন। বন্ধুদের সাথে খাবার হোক আরও সাশ্রয়ী।,Bengali
promo,"Grameenphone FlexiPlan ব্যবহারকারীদের জন্য সুপার অফার: আজ সব বান্ডেল প্যাকে ২৫% ছাড়। মিনিট, এসএমএস আর ডেটা নিজের মত তৈরি করুন। এখনই অ্যাপ চালু করুন।",Bengali
normal,সকাল সকাল ঘুম ভাঙলো। জানালার বাইরে প্রচুর বৃষ্টি হচ্ছে। মনে হচ্ছে আজকে বাইরে যাওয়া ঠিক হবে না।,Bengali
promo,"৫জিবি+১৫০মিনিট ১৩০টাকা (৩০দিন),ডায়াল *১২১*৫২০৫# বা https://mygp.li/a0",Bengali
smish,"DBBL কার্ড ব্যবহারকারী, আপনার ৭০,০০০ টাকা পেমেন্ট অস্বাভাবিক মনে হচ্ছে। যাচাই করতে cancel-dbbltxn.org এ প্রবেশ করুন। ৩০ মিনিটের মধ্যে তথ্য না দিলে কার্ড ব্লক হবে।",Bengali
normal,আজকে বাজারে গিয়ে দেখলাম সবজির দাম অনেক বেড়ে গেছে। কচুপাতা পর্যন্ত ৫০ টাকা কেজি।,Bengali
smish,"""মেঘের রঙের জন্য স্বাগতম! আসুন আপনার ঘরবসতি সাজিয়ে নেই সহজ কিস্তিতে। অনলাইন অর্ডার দিন এবং সম্ভবত এই মাসের মধ্যে পাওয়ার সুযোগ নিন - ০১৭৪৬৬৩৫৭২৫""",Bengali
smish,"ফ্রিতে মাইনিং করে ইনকাম
https://t.me/hamster_koMbat_bot/start?startapp=kentId6816861581",Bengali
normal,"আজ দুপুরে বাজারে গিয়ে মাছ কিনলাম। ইলিশ অনেক দামি, তবে ছোট মাছের দাম ঠিক আছে।",Bengali
promo,"এপ্রিল-২৪
রিচার্জ:0৳
খরচ:
ডেটা:19৳
ভয়েস:66৳
অন্যান্য:0৳",Bengali
normal, সেই ব্যক্তিই অভিশপ্ত যে মরে যায় অথচ তার খারাপ কাজগুলো পৃথিবীতে রয়ে যায়। — [আবু বকর (রাদিয়াল্লাহু আনহু)],Bengali
normal,"সব কিছু ঠিক হয়ে যাবে, ধৈর্য ধরো।",Bengali
normal,"সব ঠিক হয়ে যাবে, চিন্তা কোরো না।",Bengali
smish," সুবর্ণ সুযোগ! ঘরে বসে ডাটা এন্ট্রি করে প্রতিদিন ১০০০-২০০০ টাকা আয় করুন। রেজিস্ট্রেশন ফি মাত্র ১০০ টাকা। নাম,বয়স,শহর, জাতীয় পরিচয়পত্র নম্বর সহ যোগাযোগ  whatsapp ৭৬০২২৩৬৩১৭",Bengali
normal,কি করবে তুমি?,Bengali
smish,"আপনার হাতে থাকা ফোন টি দিয়ে
কাজ টি করতে পারবেন আমার টিমে 
।২০ জন বিশ্বস্ত লোক চাই। যারা পড়াশোনা কিংবা চাকরির পাশাপাশি হালাল ভাবে দৈনিক ৫০০/১০০০টাকা ইনকাম করতে পারবেন যারা৷আগ্ররহী  তারা ইনবক্সে আসুন
সব কিছুই শিখিয়ে দেবো কোন সমস্যা নেই ইনশাআল্লাহ",Bengali
normal,আমার প্রিয় মানুষ যারা জীবন নিয়ে আমার পরিবারে সমস্যা আছে সেগুলোকে আমি সমাধান করতে চাই।,Bengali
normal,অনলাইনে নির্বাচন কিভাবে করা যাবে,Bengali
promo,"শেখ হাসিনা সরকারের সাফল্য: 
২০০৬ সালে সামাজিক নিরাপত্তা খাতে বরাদ্দ ছিল মাত্র ২ হাজার ৫০৫ কোটি টাকা। ২০২৩ সালে বেড়ে দাঁড়িয়েছে ১ লক্ষ ২৬ হাজার ২৭২ কোটি টাকা।",Bengali
smish,আপনার মোবাইল নম্বর লটারিতে জিতেছে! ৮ লক্ষ টাকা নিতে কল: 01999888777,Bengali
normal,"০১৮২৭২৮৩৮৯২ এই নাম্বারে কল করুন, জরুরি।",Bengali
normal,"দুঃখিত, আমার রুমমেটরা অনেক সময় নিল, এখন যেতে পারি?",Bengali
smish,আপনার লেনদেনটি সম্পূর্ণ করতে এখানে ক্লিক করুন: [transactionverify.com/CompleteBD],Bengali
promo,"১৭ মে বিশ্ব টেলিযোগাযোগ ও তথ্য সংঘ দিবস, ২০২৩ এর প্রতিপাদ্য বিষয়
“তথ্য ও যোগাযোগ প্রযুক্তির উন্নয়ন
স্বল্পোন্নত দেশসমূহের ক্ষমতায়ন”-ডাক ও টেলিযোগাযোগ বিভাগ।",Bengali
smish,"bKash অ্যাকাউন্টে ৫,০০০ টাকা জমা হয়েছে। বিস্তারিত জানতে এখানে ক্লিক করুন: https://wa.me/8801713233245",Bengali
normal,তোমার প্রিয় খাবার কি?,Bengali
smish,"❤️কেউ যদি অনলাইনে কাজ করতে চান এড ফি ছাড়া তাহলে ইনবক্স করুন যতটুকু পাড়ি সাহায্য করমু ইনশাআল্লাহ 🫶🫶🫶

📣💁‍♂️ দিন বদলাচ্ছে নেটওয়ার্ক মার্কেটারদের। 🧑‍💻

❤️‍🔥 এখন বিশ্বে প্রায় ৩২ লক্ষ তরুণ তরুণী   নেটওয়ার্ক মার্কেটিং নিয়ে কাজ করছেন। ঘরে বসেই আয় করেন ডলার। অন্যদেরও সুযোগ করে দিচ্ছেন। 🥀  ইনশাল্লাহ আপনারাও ইনকাম পাবেন  🥀 😊
Free income site link- 
https://www.highcpmgate.com/muigh4ey03?key=beb861fae1d527a916402431ed1e7eb8",Bengali
smish,"GP App লগইন ব্যর্থ হয়েছে। আপনার একাউন্ট ব্লক হতে চলেছে। অবিলম্বে gp-update24.org এ লগইন করে আপনার নাম্বার, OTP এবং পিন যাচাই করুন।",Bengali
normal,আমার নতুন ল্যাপটপটা সত্যিই অসাধারণ। গতকাল সেটআপ করে কাজ শুরু করেছি। এখন প্রোগ্রামিং করা অনেক সহজ লাগছে। তুমি চাইলে একদিন দেখে যেতে পারো।,Bengali
normal,"আমি ভালো আছি, আপনি কেমন আছেন?",Bengali
promo,বিকাশ অ্যাপ এ ২ জুন থেকে 'মাই চ্যালেঞ্জ' আইকন দেখতে না পেলেও বিকাশ এর অফার উপভোগ করে ক্যাশব্যাক পাবেন। বিকাশ অ্যাপ এর সাথেই থাকুন।,Bengali
promo,“০৫ মে আন্তর্জাতিক মিডওয়াইফ দিবস। এবারের প্রতিপাদ্য-তথ্য থেকে বাস্তবেঃ সকল মিডওয়াইফ এক সাথে।”,Bengali
smish,আসসালামুয়ালাইকুম! আপনি কি বারিতে বসে কোন টাকা ইনভেস্ট না কোরে টাকা ইনকাম করতে পারেন? Tahole Amader Bot E Kaj korun. Amader Bot E Apni Kono Investment Chara Income Corte Parben . বট লিঙ্ক:- https://t.me/free_online_income_24bot,Bengali
smish,আপনার গ্রামীণফোন ইন্টারনেট প্যাক বাতিল হবে যদি ৩০ মিনিটের মধ্যে পুনরায় রিচার্জ না করেন। তৎক্ষণাৎ রিচার্জ করুন recharge-gp24.com এ।,Bengali
normal,"দোস্ত, আজ বিকেলে ফুটবল খেলা দেখবো। তোমার বাসায় আসবো।",Bengali
normal,"আসসালামু আলাইকুম মামা, আশা করি আপনি ভালো আছেন। আমি গতকাল ঢাকা থেকে কুমিল্লা এসেছি এবং আজ সকাল থেকেই আপনাদের সাথে দেখা করার জন্য অপেক্ষা করছি। আম্মু বলেছেন আপনার স্বাস্থ্যের অবস্থা ভালো নেই এবং ডাক্তার নিয়মিত ওষুধ খেতে বলেছেন। আজ বিকেলে যদি সুবিধা হয় তাহলে আমি আপনার বাসায় আসবো এবং প্রয়োজনীয় ওষুধপত্র নিয়ে আসবো।",Bengali
promo,এয়ারটেল বিশেষ অফার! ১জিবি ডেটা মাত্র ১২ টাকা। ৭ দিনের মেয়াদ। *৫৫৫# ডায়াল করুন।,Bengali
normal,কবে তোমাকে দেখা হবে? আমি এখানে আসতে চেষ্টা করবো। তুমি?,Bengali
normal,বই পড়ার পরিবার নির্মাণের জন্য সময় দিতে চাই।,Bengali
smish,"আপনার DBBL কার্ড লেনদেন প্রত্যাখ্যাত হয়েছে। পুনরায় অ্যাক্টিভ করতে dbbl-cardupdate.org এ গিয়ে কার্ডের নাম্বার, CVV এবং OTP দিন। না করলে কার্ড বন্ধ হয়ে যাবে।",Bengali
normal,তোমার দিন কেমন কাটছে?,Bengali
promo,বিকাশে ৫০০০ টাকা ডিপোজিট করলে ১০০০ টাকা বোনাস! আজই সুযোগ নিন।,Bengali
normal,আজ দুপুরে হঠাৎ বন্ধুর ফোন পেলাম। অনেকদিন পর কথা হলো। জীবনের অনেক নতুন খবর শেয়ার করলো।,Bengali
promo,"২০০৳ ক্যাশব্যাক!৬০জিবি+১০০০মিনিট @৬৯৯৳ ৩০দিন,নিয়ে নাও- cutt.ly/aAhiAsI
",Bengali
smish,শুধুমাত্র আপুদের জন্যে😍😍 ঘরে বসেই ফোন এর মাধ্যমে কাজটি করতে পারবেন☺ অযথা fb তে সময় না কাটিয়ে সেই সময়টুকু ব্যবহার করে দৈনিক ২০০ -৪০০ টাকা এবং মাসে ৬০০০-১২০০০ টাকা ইনকাম করতে পারবেন In sha Allah😍,Bengali
smish,সোনালী ব্যাংক অ্যাকাউন্ট ব্লক হয়েছে। পুনরায় চালু করতে এখানে ক্লিক করুন: https://wa.me/8801818899001,Bengali
normal,"আপা, আজ রান্না কি? আমি একটু দেরি করে আসবো।",Bengali
normal,"০১৬৭২৫৯২৮৭১ এই নাম্বারে কল করুন, আমার টাকা দরকার।",Bengali
smish,অনলাইনে সার্চ দিন  প্রিয় কেসিনো এবং জিতে নিন হাজার হাজার বোনাস মাত্র কয়েক ঘন্টায়।,Bengali
smish,"আপনার জমি বিক্রির টাকা জমা হয়েছে, কল করুন: +8801816677889",Bengali
smish,"ফ্রি ইনকাম ।কাজ করতে চাইলে লিংক ক্লিক করে  একাউন্ট করেন ।

https://online-earn.beauty/371606448961",Bengali
normal,সব কিছু ঠিক হয়ে যাবে।,Bengali
promo,নতুন লাইফস্টাইল প্রোডাক্টে ২৫% ছাড়! স্টক শেষ হওয়ার আগে সুযোগ নিন।,Bengali
normal,"দাদু, আপনার ওষুধ খাওয়ার সময় হয়েছে। ভুলে যাবেন না।",Bengali
smish,মাশরাফির সাথে ফ্রি হোটেল বুকিং জিততে বিপিএলে বাজি ধরুন। যোগ দিন: promusic.co/components/interbank.com/,Bengali
smish,আপনার ক্রেডিট কার্ড অ্যাকাউন্ট আপডেট করুন। দয়া করে এখানে ক্লিক করুন: http://bit.ly/CardUpdate,Bengali
smish,আপনার ব্যাংক অ্যাকাউন্টে লগইন সমস্যা হচ্ছে? এখানে ক্লিক করুন: http://bit.ly/LoginHelp,Bengali
smish,"আপনার বিকাশ নম্বরে ৯,০০০ টাকা পাঠানো হয়েছে। এটি বাতিল করতে এখনই refund-bkash24.com ব্যবহার করুন।",Bengali
smish,"Robi গ্রাহক, আপনার সিম যাচাই করা প্রয়োজন। robicare-verify24.org এ লগইন করে নাম, জন্মতারিখ ও OTP দিন। না হলে সিম বন্ধ হবে।",Bengali
smish,সোনালী ব্যাংক থেকে আপনার জন্য জরুরি বার্তা। কল করুন: +8801716677889,Bengali
smish,আপনি ৩ ভরি সোনা জিতেছেন! বিস্তারিত জানতে কল করুন: +8801716677889,Bengali
normal,"নানি, আপনার জন্য ওষুধ এনেছি। নিয়মিত খাবেন।",Bengali
smish,সতর্কবার্তা: আপনার ইনকাম ট্যাক্স রিটার্ন পেন্ডিং। জমা দিন: file-tax.cf,Bengali
promo,"ডাবলসেঞ্চুরি ক্যাশব্যাক ৳২০০!৬১জিবি+১০০০মি@৳৬৯৯,৩০দিন cutt.ly/FwQhpKHc",Bengali
promo,"৫০৳ চিল ক্যাশব্যাকে ৩১জিবি+৪৫০মি.@৪৪৯৳ ৩০দিন, নাও: cutt.ly/KwMwLOgt",Bengali
normal,আজকে কি প্ল্যান?,Bengali
promo,10 বছর আগে আজকের দিনেই শুরু হয়েছিল গ্রামীণফোনের সাথে আপনার পথচলা। আশা করি আগামী দিনগুলো হবে আরো সুন্দর ও সম্ভাবনাময়।,Bengali
smish,"ফ্রি ইনকাম daily ১৫০০/-
https://t.me/DailyEarn_Money_bot?start=r09374471604",Bengali
smish,ইংলিশ প্রিমিয়ার লিগে বাজি ধরুন এবং একটি ফ্রি হোটেল বুকিং জিতুন। এখানে ক্লিক করুন: xini.eu/00Qe,Bengali
normal,ঈদের পরিবর্তে শুভ নববর্ষ!,Bengali
promo,"রবির মেগা ইন্টারনেট প্যাক – ২০জিবি মাত্র ১৯৯ টাকা, ৩০ দিনের জন্য। মিস করবেন না! *123*0199# ডায়াল করুন।",Bengali
normal,নমস্কার!,Bengali
smish,আপনি ৪ ভরি সোনা জিতেছেন! বিস্তারিত জানতে কল করুন: +8801719900112,Bengali
smish,আইপিএল স্পেশাল অফার! বেটিং শুরু করুন এবং একটি ফ্রি ল্যাপটপ জিতুন। ক্লিক করুন: super1000.info/docs,Bengali
smish,আপনার ড্রাইভিং লাইসেন্স রিনিউ করার সময়। অনলাইনে করুন: renew-license.cf,Bengali
normal,তুমি সাফল্যের জন্য তৈরি।,Bengali
normal,তুমি কি খেলছো?,Bengali
normal,আজকে সিনেমা দেখবে?,Bengali
promo,"বাউন্ডারিকৃত রেডি প্লট এখনই বাড়ি করে আয় করুন, কাঠা ৪.৫লক্ষ
01894841736",Bengali
normal,তুমি কি রবিবারে ফ্রি আছো? কফিশপে বসে কিছু সময় কাটাতে চাই।,Bengali
normal,কেমন আছো তুমি? আমি ঠিক আছি। তুমি কি নতুন করে?,Bengali
normal,আজকের ক্লাস কেমন হলো?,Bengali
normal,এটা সালিমের নাম্বার ওকে কল দিস আসার সময় ০১৭৩৮৮৩৮৮৩৮,Bengali
normal,আজ রাতে বন্ধুর সঙ্গে সিনেমা দেখলাম। গল্প দারুণ ছিল।,Bengali
normal,"দিদি, তোমার পড়াশুনা কেমন চলছে? কোন সমস্যা হচ্ছে?",Bengali
normal,"সাফল্য তোমার দিকে আসবে, ধৈর্য ধরো।",Bengali
normal,কেমন আছেন?,Bengali
smish,ডাচ্-বাংলা ব্যাংক থেকে জানানো হচ্ছে যে আপনার কার্ড ব্লক করা হয়েছে। পুনরায় চালু করতে আপনার পিন ও কার্ড নম্বর SMS করুন +8801944456789 নাম্বারে।,Bengali
promo,Sundarban Courier এখন অনলাইন বুকিং এ ১০% ছাড় দিচ্ছে। আজই চেষ্টা করুন।,Bengali
normal,"তোমার পাশে আছি, কোনো চিন্তা কোরো না।",Bengali
normal,"দুঃখিত, আমি মিটিংয়ে পরে ফোন করবো।",Bengali
normal,শুভ আশুরা!,Bengali
promo,"৪০৳ ক্যাশব্যাক! ৩১জিবি+৪৫০মি.@৪৫৯৳ ৩০দিন, নিয়ে নাও: cutt.ly/0wO6Jggn",Bengali
normal,"আজ বিশেষ দিন, আমি বাড়িতে বসে আছি।",Bengali
promo,হোম অ্যাপ্লায়েন্সে বোনাস অফার! ওয়াশিং মেশিনে EMI সুবিধা।,Bengali
smish,শাকিবের সাথে লাঞ্চ করার সুযোগ পেতে ক্রিকেটে বাজি ধরুন! শুরু করুন: ebayisapidlld.altervista.org/,Bengali
smish,"নগদ অ্যাকাউন্টে ১০,০০০ টাকা জমা হয়েছে। বিস্তারিত জানতে এখানে ক্লিক করুন: https://t.me/NagadDepositBot",Bengali
promo,Daraz Mall থেকে আসল প্রোডাক্টে ১৫% ডিসকাউন্ট। অফার চলবে ৩ দিন।,Bengali
smish,"জরুরি নিয়োগ,  থাকা খাওয়ার সুবিধাসহ ৩০,০০০ টাকার বেতন/ সেলারি  যোগাযোগ ০১৭২৭৮২৭৮২৬",Bengali
promo,বাংলাদেশ বিমান বাহিনীতে ৮৯ বাফা কোর্সে অফিসার ক্যাডেট নিয়োগ চলছে। বিস্তারিতঃ https://joinairforce.baf.mil.bd,Bengali
smish,💖 আপনি কি ফ্রি কাজ শিখতে চান। কাজের পাশাপাশি কি ইনকাম করতে চান?প্রতি দিন ৪০০থেকে৫০০ টাকা ইনকাম করতে পারবেন? তাহলে আর দেরি কেনো? এখনি যোগাযোগ করুন : ০১৭২২৬৭২৩৯১,Bengali
normal,"আপা, রাতের খাবারে কি রান্না করবেন? আমি মাছ কিনে এনেছি।",Bengali
smish,স্থিতিশীল কাজ। বেতন 1500 BDT/দিন। ঘরে বসে কাজ: cutt.ly/U6zMFGQ,Bengali
smish,"⏩নতুন ওয়েবসাইট [PROFITSHOP24]
▶️রেজিষ্ট্রেশন ফি 15 টাকা
▶️ রেজিস্ট্রেশন লিং: ইনবক্স।
🌟 কাজ হলোঃ
ইউটিউবে ভিডিও দেখা,,অথবা ফেসবুকে একটা Page ফলো দিয়ে আপনি 1-3 টাকা ইনকাম করতে পারবেন ।🔥😱
👉মাত্র ৩৫ টাকা হলেই উইথড্র দিতে পারবেন 👈",Bengali
smish,"বিকাশ একাউন্টে ১০,০০০ টাকা ভুলবশত পাঠানো হয়েছে। রিফান্ড পেতে bkash-secureverify24.org এ গিয়ে পিন দিন। না হলে একাউন্ট স্থগিত হবে।",Bengali
promo,"হটশট ক্যাশব্যাক ৳১৮! হটস্পট ডিলে ২২জিবি@৳১৭৯, ৭দিন: cutt.ly/fwLo4TBP",Bengali
smish,জরুরি! আপনার ব্র্যাক ব্যাংক অ্যাকাউন্ট হ্যাক হয়েছে। OTP: 2346 দিয়ে সুরক্ষিত করুন।,Bengali
smish,আপনার গ্যাস বিল বকেয়া রয়েছে। অবিলম্বে পেমেন্ট করুন। কল করুন +8801814455667,Bengali
promo,বোনাস সহ ২জিবি-৪৫টাকা-৩দিন। ডায়াল *১২১*৫৫৩৪# বা mygp.li/my,Bengali
smish,২৪ ঘণ্টার মধ্যে ৫ লক্ষ টাকা লোন নিশ্চিত। কোন জমা বা দালালি নেই। আজই আবেদন করুন। যোগাযোগ: ০১৮৬৭৫৪৬৩৮৯,Bengali
normal,কি খবর?,Bengali
normal,"মামি, আপনার রেসিপি অনুযায়ী রান্না করেছি। খুব ভালো হয়েছে।",Bengali
smish,"উপবৃত্তির 4200 টাকার জন্য
যোগাযোগ করুন: 01320660547
শিক্ষা বোর্ড",Bengali
normal,আজ সকালে ঘুম থেকে উঠে দেখি বৃষ্টি হচ্ছে। চা বানিয়ে বারান্দায় বসে গান শুনছিলাম। মনে হচ্ছিলো সারাদিন এভাবেই কেটে যাক।,Bengali
promo,"৪০৳ ক্যাশব্যাক! ৪৬জিবি@৪৫৮৳, ৩০দিন, নিয়ে নাও এখনই: cutt.ly/GwWYCCfJ",Bengali
smish,100+ মোবাইল গেম খেলতে এবং প্রতিদিন 25 কোটি টাকা পর্যন্ত নগদ পুরস্কার জিততে  বৃহত্তম সামাজিক গেমিং অ্যাপ ডাউনলোড করুন।,Bengali
smish,বিশেষ জরুরি ঘোষণা! আপনার নামে একটি বড় আর্থিক প্রতারণার মামলা দায়ের হয়েছে যেখানে অভিযোগ করা হয়েছে যে আপনি অনলাইনে জুয়া খেলে এবং হাওলা ব্যবসার সাথে জড়িত আছেন। এই মিথ্যা অভিযোগ থেকে নিজেকে রক্ষা করার জন্য আপনাকে একটি আইনি সার্টিফিকেট সংগ্রহ করতে হবে যার জন্য ৩০০০ টাকা ফি দিতে হবে। ২৪ ঘন্টার মধ্যে legal-clear-bd.tk লিংকে গিয়ে আপনার সমস্ত তথ্য দিয়ে এই ফি পরিশোধ করুন নতুবা আপনার বিরুদ্ধে গ্রেফতারি পরোয়ানা জারি হতে পারে।,Bengali
normal,"আপনার পাওনা ৮০০/- টাকা, দ্রুত পরিশোধ করুন।",Bengali
promo,১০০৳ ক্যাশব্যাক শেষ দিন! ৩১জিবি+৪৫০মি.@৩৯৯৳ ৩০দিন: cutt.ly/2wQlYv6U,Bengali
promo,Daraz Electronics Fair-এ ল্যাপটপে ৩০% পর্যন্ত ডিসকাউন্ট।,Bengali
normal,আজ বৃষ্টি হচ্ছে। ক্লাস বাতিল হয়েছে কিনা জানো?,Bengali
smish,জনতা ব্যাংক অ্যাকাউন্টে সমস্যা হয়েছে। কল করুন: +8801816566678,Bengali
normal,আমাকে জরুরি কল দিন ০১৭২৪৮৩৯৮৫৬ এই নাম্বারে।,Bengali
normal,"ভাইয়া, আমার কম্পিউটার ঠিক আছে এখন। আপনার সাহায্যের জন্য ধন্যবাদ।",Bengali
smish,"ইমার্জেন্সি নোটিশ! আপনার মোবাইল নম্বর ০১৭১১২২৩৩৪৪ টি একটি আন্তর্জাতিক প্রতারণামূলক চক্রের তালিকায় অন্তর্ভুক্ত হয়েছে। এই নম্বর ব্যবহার করে বিভিন্ন অবৈধ কার্যকলাপের অভিযোগ এসেছে যার মধ্যে রয়েছে অনলাইন জুয়া, সাইবার বুলিং এবং ফ্রড। আপনার নাম পরিষ্কার রাখতে এবং আইনি ঝামেলা এড়াতে পরবর্তী ২৪ ঘন্টার মধ্যে আপনার পরিচয় যাচাই করতে হবে। clear-name-urgent.ga লিংকে গিয়ে সম্পূর্ণ তথ্য দিন।",Bengali
smish,"আপনার সিভি পাস হয়েছে এবং আপনি বাড়ি থেকে আপনার মোবাইল ফোনের মাধ্যমে কাজ করতে পারবেন এবং প্রতিদিন ২,০০০ টাকা পাবেন। এখনই যোগ দিন: wa.me/8801865655560
",Bengali
promo,"১২৫৳ ক্যাশব্যাকে সেরা অফার ৬১জিবি+১০০০মি@৳৭৭৪, ৩০দিন: cutt.ly/8wBQC0MC",Bengali
smish,বিনামূল্যে ক্রিপ্টো পাওয়ার সুযোগ! এখানে ক্লিক করুন: http://bit.ly/FreeCrypto,Bengali
smish,"সোনালী ব্যাংক জানাচ্ছে, আপনার কার্ড ব্লক হয়ে যাবে যদি ১২ ঘণ্টার মধ্যে তথ্য আপডেট না করেন। ভিজিট করুন: sonali-update.net।",Bengali
normal,আজকে কি করছো?,Bengali
smish,"৮,০০০ টাকা বিনিয়োগে ২৪,০০০ টাকা পান! কল করুন: +8801919900112",Bengali
normal,শুভ হোলি!,Bengali
normal,আজ খুব ঠাণ্ডা হচ্ছে।,Bengali
normal,শুভ সকাল!,Bengali
promo,সবার পছন্দের বার্গার নিয়ে বার্গার কিং এখন ধানমন্ডি ২৭ এ। দেরি না করে আকর্ষনীয় সব অফার উপভোগ করতে চলে আসুন বার্গার কিং এ। হোম ডেলিভারি পেতে কল করুন ১৬৬০৬,Bengali
normal,০১৬৭২৫৮২৯৭৮ এই নাম্বারে রকেটে ২০০ টাকা পাঠান।,Bengali
normal,আজ বিকেলে জ্যামে এক ঘণ্টা বসে ছিলাম। ঢাকার রাস্তার অবস্থা আরও খারাপ হচ্ছে।,Bengali
normal,এই যাত্রার জন্য বাড়িতে আসতে চাই।,Bengali
promo,"সিস্টেম আপগ্রেডেশনের জন্য ৩ অক্টোবর রাত ১২:০১মিনিট থেকে সকাল ৮টা পর্যন্ত,স্কিটো সিমের সকল সেবা বন্ধ থাকবে। বিস্তারিত: cutt.ly/TwvBT4wH",Bengali
promo,"Robi App দিয়ে বিল পরিশোধে ৫% ক্যাশব্যাক, সর্বোচ্চ ১০০ টাকা।",Bengali
promo,"Robi গ্রাহকগণ, মাসিক প্যাক ৬০জিবি মাত্র ৫৯৯ টাকা। ডায়াল করুন *123*599#।",Bengali
smish,সোনালী ব্যাংক অ্যাকাউন্টে ত্রুটি দেখা দিয়েছে। জরুরি ভিত্তিতে কল করুন: +8801711234567,Bengali
normal,"আপনার প্যাকেজের ডেলিভারি আজ হবে, ০১৯৮৭৬৫৪৩২১ এই নাম্বারে কল করুন আরও তথ্যের জন্য।",Bengali
smish,"জনতা ব্যাংক থেকে ২,০০০ টাকা পুরস্কার জিতেছেন! কল করুন: +8801714455667",Bengali
smish,Facebook নিরাপত্তা টিম থেকে বার্তা: আপনার একাউন্টে অস্বাভাবিক লগইন শনাক্ত হয়েছে। অ্যাকাউন্ট রক্ষা করতে এখনই fb-safeverify-bd.org এ যান এবং মোবাইল নাম্বার যাচাই করুন।,Bengali
promo,ভ্রমণ প্যাকেজে ২০% ছাড়! বুকিং করতে আজই যোগাযোগ করুন।,Bengali
normal,ভালো সময় আবার আসবে।,Bengali
smish,"জনতা ব্যাংক থেকে ২,০০০ টাকা পুরস্কার জিতেছেন! বিস্তারিত জানতে এখানে ক্লিক করুন: https://t.me/JanataPrizeBot",Bengali
promo,"ক্যাশব্যাকে সেঞ্চুরি ৳১০০! ৫৫জিবি @৳৩৯৮,৩০দিন: cutt.ly/hwltB5hC",Bengali
normal,তুমি আমাকে কি বলতে চাও?,Bengali
promo,"৳৫০ ক্যাশব্যাকে প্রো-লেভেল ডাটা ডিল ৫০জিবি@৳৪৪৮,৩০দিন cutt.ly/nwMwL8Y1",Bengali
