label,text,source,has_url,label_id,text_original,text_normalized,urls,url_count,url_count.1,url_total_length,url_max_length,url_digit_count,url_dot_count,url_hyphen_count,url_slash_count,url_has_https,url_has_ip,url_has_at,url_is_shortened,text_for_model,character_length,url_count.2,url_total_length.1,url_max_length.1,url_digit_count.1,url_dot_count.1,url_hyphen_count.1,url_slash_count.1,url_has_https.1,url_has_ip.1,url_has_at.1,url_is_shortened.1,url_count,url_total_length,url_max_length,url_digit_count,url_dot_count,url_hyphen_count,url_slash_count,url_has_https,url_has_ip,url_has_at,url_is_shortened
smish,আপনি ৪ ভরি সোনা জিতেছেন! বিস্তারিত জানতে কল করুন: +8801719900112,Bengali,0,2,আপনি ৪ ভরি সোনা জিতেছেন! বিস্তারিত জানতে কল করুন: +8801719900112,আপনি ৪ ভরি সোনা জিতেছেন! বিস্তারিত জানতে কল করুন: +8801719900112,[],0,0,0,0,0,0,0,0,0,0,0,0,আপনি ৪ ভরি সোনা জিতেছেন! বিস্তারিত জানতে কল করুন: +8801719900112,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
smish,আইপিএল স্পেশাল অফার! বেটিং শুরু করুন এবং একটি ফ্রি ল্যাপটপ জিতুন। ক্লিক করুন: super1000.info/docs,Bengali,1,2,আইপিএল স্পেশাল অফার! বেটিং শুরু করুন এবং একটি ফ্রি ল্যাপটপ জিতুন। ক্লিক করুন: super1000.info/docs,আইপিএল স্পেশাল অফার! বেটিং শুরু করুন এবং একটি ফ্রি ল্যাপটপ জিতুন। ক্লিক করুন: super1000.info/docs,['super1000.info/docs'],1,1,19,19,4,1,0,1,0,0,0,0,আইপিএল স্পেশাল অফার! বেটিং শুরু করুন এবং একটি ফ্রি ল্যাপটপ জিতুন। ক্লিক করুন:  [URL] ,85,1,19,19,4,1,0,1,0,0,0,0,1,19,19,4,1,0,1,0,0,0,0
smish,আপনার ড্রাইভিং লাইসেন্স রিনিউ করার সময়। অনলাইনে করুন: renew-license.cf,Bengali,1,2,আপনার ড্রাইভিং লাইসেন্স রিনিউ করার সময়। অনলাইনে করুন: renew-license.cf,আপনার ড্রাইভিং লাইসেন্স রিনিউ করার সময়। অনলাইনে করুন: renew-license.cf,['renew-license.cf'],1,1,16,16,0,1,1,0,0,0,0,0,আপনার ড্রাইভিং লাইসেন্স রিনিউ করার সময়। অনলাইনে করুন:  [URL] ,62,1,16,16,0,1,1,0,0,0,0,0,1,16,16,0,1,1,0,0,0,0,0
normal,তুমি সাফল্যের জন্য তৈরি।,Bengali,0,0,তুমি সাফল্যের জন্য তৈরি।,তুমি সাফল্যের জন্য তৈরি।,[],0,0,0,0,0,0,0,0,0,0,0,0,তুমি সাফল্যের জন্য তৈরি।,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
normal,তুমি কি খেলছো?,Bengali,0,0,তুমি কি খেলছো?,তুমি কি খেলছো?,[],0,0,0,0,0,0,0,0,0,0,0,0,তুমি কি খেলছো?,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
normal,আজকে সিনেমা দেখবে?,Bengali,0,0,আজকে সিনেমা দেখবে?,আজকে সিনেমা দেখবে?,[],0,0,0,0,0,0,0,0,0,0,0,0,আজকে সিনেমা দেখবে?,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
promo,"বাউন্ডারিকৃত রেডি প্লট এখনই বাড়ি করে আয় করুন, কাঠা ৪.৫লক্ষ
01894841736",Bengali,0,1,"বাউন্ডারিকৃত রেডি প্লট এখনই বাড়ি করে আয় করুন, কাঠা ৪.৫লক্ষ
01894841736","বাউন্ডারিকৃত রেডি প্লট এখনই বাড়ি করে আয় করুন, কাঠা ৪.৫লক্ষ 01894841736",[],0,0,0,0,0,0,0,0,0,0,0,0,"বাউন্ডারিকৃত রেডি প্লট এখনই বাড়ি করে আয় করুন, কাঠা ৪.৫লক্ষ 01894841736",72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
normal,তুমি কি রবিবারে ফ্রি আছো? কফিশপে বসে কিছু সময় কাটাতে চাই।,Bengali,0,0,তুমি কি রবিবারে ফ্রি আছো? কফিশপে বসে কিছু সময় কাটাতে চাই।,তুমি কি রবিবারে ফ্রি আছো? কফিশপে বসে কিছু সময় কাটাতে চাই।,[],0,0,0,0,0,0,0,0,0,0,0,0,তুমি কি রবিবারে ফ্রি আছো? কফিশপে বসে কিছু সময় কাটাতে চাই।,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
normal,কেমন আছো তুমি? আমি ঠিক আছি। তুমি কি নতুন করে?,Bengali,0,0,কেমন আছো তুমি? আমি ঠিক আছি। তুমি কি নতুন করে?,কেমন আছো তুমি? আমি ঠিক আছি। তুমি কি নতুন করে?,[],0,0,0,0,0,0,0,0,0,0,0,0,কেমন আছো তুমি? আমি ঠিক আছি। তুমি কি নতুন করে?,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
normal,আজকের ক্লাস কেমন হলো?,Bengali,0,0,আজকের ক্লাস কেমন হলো?,আজকের ক্লাস কেমন হলো?,[],0,0,0,0,0,0,0,0,0,0,0,0,আজকের ক্লাস কেমন হলো?,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
normal,এটা সালিমের নাম্বার ওকে কল দিস আসার সময় ০১৭৩৮৮৩৮৮৩৮,Bengali,0,0,এটা সালিমের নাম্বার ওকে কল দিস আসার সময় ০১৭৩৮৮৩৮৮৩৮,এটা সালিমের নাম্বার ওকে কল দিস আসার সময় ০১৭৩৮৮৩৮৮৩৮,[],0,0,0,0,0,0,0,0,0,0,0,0,এটা সালিমের নাম্বার ওকে কল দিস আসার সময় ০১৭৩৮৮৩৮৮৩৮,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
normal,আজ রাতে বন্ধুর সঙ্গে সিনেমা দেখলাম। গল্প দারুণ ছিল।,Bengali,0,0,আজ রাতে বন্ধুর সঙ্গে সিনেমা দেখলাম। গল্প দারুণ ছিল।,আজ রাতে বন্ধুর সঙ্গে সিনেমা দেখলাম। গল্প দারুণ ছিল।,[],0,0,0,0,0,0,0,0,0,0,0,0,আজ রাতে বন্ধুর সঙ্গে সিনেমা দেখলাম। গল্প দারুণ ছিল।,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
normal,"দিদি, তোমার পড়াশুনা কেমন চলছে? কোন সমস্যা হচ্ছে?",Bengali,0,0,"দিদি, তোমার পড়াশুনা কেমন চলছে? কোন সমস্যা হচ্ছে?","দিদি, তোমার পড়াশুনা কেমন চলছে? কোন সমস্যা হচ্ছে?",[],0,0,0,0,0,0,0,0,0,0,0,0,"দিদি, তোমার পড়াশুনা কেমন চলছে? কোন সমস্যা হচ্ছে?",49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
normal,"সাফল্য তোমার দিকে আসবে, ধৈর্য ধরো।",Bengali,0,0,"সাফল্য তোমার দিকে আসবে, ধৈর্য ধরো।","সাফল্য তোমার দিকে আসবে, ধৈর্য ধরো।",[],0,0,0,0,0,0,0,0,0,0,0,0,"সাফল্য তোমার দিকে আসবে, ধৈর্য ধরো।",34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
normal,কেমন আছেন?,Bengali,0,0,কেমন আছেন?,কেমন আছেন?,[],0,0,0,0,0,0,0,0,0,0,0,0,কেমন আছেন?,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
smish,ডাচ্-বাংলা ব্যাংক থেকে জানানো হচ্ছে যে আপনার কার্ড ব্লক করা হয়েছে। পুনরায় চালু করতে আপনার পিন ও কার্ড নম্বর SMS করুন +8801944456789 নাম্বারে।,Bengali,0,2,ডাচ্-বাংলা ব্যাংক থেকে জানানো হচ্ছে যে আপনার কার্ড ব্লক করা হয়েছে। পুনরায় চালু করতে আপনার পিন ও কার্ড নম্বর SMS করুন +8801944456789 নাম্বারে।,ডাচ্-বাংলা ব্যাংক থেকে জানানো হচ্ছে যে আপনার কার্ড ব্লক করা হয়েছে। পুনরায় চালু করতে আপনার পিন ও কার্ড নম্বর SMS করুন +8801944456789 নাম্বারে।,[],0,0,0,0,0,0,0,0,0,0,0,0,ডাচ্-বাংলা ব্যাংক থেকে জানানো হচ্ছে যে আপনার কার্ড ব্লক করা হয়েছে। পুনরায় চালু করতে আপনার পিন ও কার্ড নম্বর SMS করুন +8801944456789 নাম্বারে।,143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
promo,Sundarban Courier এখন অনলাইন বুকিং এ ১০% ছাড় দিচ্ছে। আজই চেষ্টা করুন।,Bengali,0,1,Sundarban Courier এখন অনলাইন বুকিং এ ১০% ছাড় দিচ্ছে। আজই চেষ্টা করুন।,Sundarban Courier এখন অনলাইন বুকিং এ ১০% ছাড় দিচ্ছে। আজই চেষ্টা করুন।,[],0,0,0,0,0,0,0,0,0,0,0,0,Sundarban Courier এখন অনলাইন বুকিং এ ১০% ছাড় দিচ্ছে। আজই চেষ্টা করুন।,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
normal,"তোমার পাশে আছি, কোনো চিন্তা কোরো না।",Bengali,0,0,"তোমার পাশে আছি, কোনো চিন্তা কোরো না।","তোমার পাশে আছি, কোনো চিন্তা কোরো না।",[],0,0,0,0,0,0,0,0,0,0,0,0,"তোমার পাশে আছি, কোনো চিন্তা কোরো না।",36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
normal,"দুঃখিত, আমি মিটিংয়ে পরে ফোন করবো।",Bengali,0,0,"দুঃখিত, আমি মিটিংয়ে পরে ফোন করবো।","দুঃখিত, আমি মিটিংয়ে পরে ফোন করবো।",[],0,0,0,0,0,0,0,0,0,0,0,0,"দুঃখিত, আমি মিটিংয়ে পরে ফোন করবো।",34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
normal,শুভ আশুরা!,Bengali,0,0,শুভ আশুরা!,শুভ আশুরা!,[],0,0,0,0,0,0,0,0,0,0,0,0,শুভ আশুরা!,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
promo,"৪০৳ ক্যাশব্যাক! ৩১জিবি+৪৫০মি.@৪৫৯৳ ৩০দিন, নিয়ে নাও: cutt.ly/0wO6Jggn",Bengali,1,1,"৪০৳ ক্যাশব্যাক! ৩১জিবি+৪৫০মি.@৪৫৯৳ ৩০দিন, নিয়ে নাও: cutt.ly/0wO6Jggn","৪০৳ ক্যাশব্যাক! ৩১জিবি+৪৫০মি.@৪৫৯৳ ৩০দিন, নিয়ে নাও: cutt.ly/0wO6Jggn",['cutt.ly/0wO6Jggn'],1,1,16,16,2,1,0,1,0,0,0,1,"৪০৳ ক্যাশব্যাক! ৩১জিবি+৪৫০মি.@৪৫৯৳ ৩০দিন, নিয়ে নাও:  [URL] ",60,1,16,16,2,1,0,1,0,0,0,1,1,16,16,2,1,0,1,0,0,0,1
normal,"আজ বিশেষ দিন, আমি বাড়িতে বসে আছি।",Bengali,0,0,"আজ বিশেষ দিন, আমি বাড়িতে বসে আছি।","আজ বিশেষ দিন, আমি বাড়িতে বসে আছি।",[],0,0,0,0,0,0,0,0,0,0,0,0,"আজ বিশেষ দিন, আমি বাড়িতে বসে আছি।",34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
promo,হোম অ্যাপ্লায়েন্সে বোনাস অফার! ওয়াশিং মেশিনে EMI সুবিধা।,Bengali,0,1,হোম অ্যাপ্লায়েন্সে বোনাস অফার! ওয়াশিং মেশিনে EMI সুবিধা।,হোম অ্যাপ্লায়েন্সে বোনাস অফার! ওয়াশিং মেশিনে EMI সুবিধা।,[],0,0,0,0,0,0,0,0,0,0,0,0,হোম অ্যাপ্লায়েন্সে বোনাস অফার! ওয়াশিং মেশিনে EMI সুবিধা।,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
smish,শাকিবের সাথে লাঞ্চ করার সুযোগ পেতে ক্রিকেটে বাজি ধরুন! শুরু করুন: ebayisapidlld.altervista.org/,Bengali,1,2,শাকিবের সাথে লাঞ্চ করার সুযোগ পেতে ক্রিকেটে বাজি ধরুন! শুরু করুন: ebayisapidlld.altervista.org/,শাকিবের সাথে লাঞ্চ করার সুযোগ পেতে ক্রিকেটে বাজি ধরুন! শুরু করুন: ebayisapidlld.altervista.org/,['ebayisapidlld.altervista.org/'],1,1,29,29,0,2,0,1,0,0,0,0,শাকিবের সাথে লাঞ্চ করার সুযোগ পেতে ক্রিকেটে বাজি ধরুন! শুরু করুন:  [URL] ,73,1,29,29,0,2,0,1,0,0,0,0,1,29,29,0,2,0,1,0,0,0,0
smish,"নগদ অ্যাকাউন্টে ১০,০০০ টাকা জমা হয়েছে। বিস্তারিত জানতে এখানে ক্লিক করুন: https://t.me/NagadDepositBot",Bengali,1,2,"নগদ অ্যাকাউন্টে ১০,০০০ টাকা জমা হয়েছে। বিস্তারিত জানতে এখানে ক্লিক করুন: https://t.me/NagadDepositBot","নগদ অ্যাকাউন্টে ১০,০০০ টাকা জমা হয়েছে। বিস্তারিত জানতে এখানে ক্লিক করুন: https://t.me/NagadDepositBot",['https://t.me/NagadDepositBot'],1,1,28,28,0,1,0,3,1,0,0,0,"নগদ অ্যাকাউন্টে ১০,০০০ টাকা জমা হয়েছে। বিস্তারিত জানতে এখানে ক্লিক করুন:  [URL] ",81,1,28,28,0,1,0,3,1,0,0,0,1,28,28,0,1,0,3,1,0,0,0
promo,Daraz Mall থেকে আসল প্রোডাক্টে ১৫% ডিসকাউন্ট। অফার চলবে ৩ দিন।,Bengali,0,1,Daraz Mall থেকে আসল প্রোডাক্টে ১৫% ডিসকাউন্ট। অফার চলবে ৩ দিন।,Daraz Mall থেকে আসল প্রোডাক্টে ১৫% ডিসকাউন্ট। অফার চলবে ৩ দিন।,[],0,0,0,0,0,0,0,0,0,0,0,0,Daraz Mall থেকে আসল প্রোডাক্টে ১৫% ডিসকাউন্ট। অফার চলবে ৩ দিন।,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
smish,"জরুরি নিয়োগ,  থাকা খাওয়ার সুবিধাসহ ৩০,০০০ টাকার বেতন/ সেলারি  যোগাযোগ ০১৭২৭৮২৭৮২৬",Bengali,0,2,"জরুরি নিয়োগ,  থাকা খাওয়ার সুবিধাসহ ৩০,০০০ টাকার বেতন/ সেলারি  যোগাযোগ ০১৭২৭৮২৭৮২৬","জরুরি নিয়োগ, থাকা খাওয়ার সুবিধাসহ ৩০,০০০ টাকার বেতন/ সেলারি যোগাযোগ ০১৭২৭৮২৭৮২৬",[],0,0,0,0,0,0,0,0,0,0,0,0,"জরুরি নিয়োগ, থাকা খাওয়ার সুবিধাসহ ৩০,০০০ টাকার বেতন/ সেলারি যোগাযোগ ০১৭২৭৮২৭৮২৬",81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
promo,বাংলাদেশ বিমান বাহিনীতে ৮৯ বাফা কোর্সে অফিসার ক্যাডেট নিয়োগ চলছে। বিস্তারিতঃ https://joinairforce.baf.mil.bd,Bengali,1,1,বাংলাদেশ বিমান বাহিনীতে ৮৯ বাফা কোর্সে অফিসার ক্যাডেট নিয়োগ চলছে। বিস্তারিতঃ https://joinairforce.baf.mil.bd,বাংলাদেশ বিমান বাহিনীতে ৮৯ বাফা কোর্সে অফিসার ক্যাডেট নিয়োগ চলছে। বিস্তারিতঃ https://joinairforce.baf.mil.bd,['https://joinairforce.baf.mil.bd'],1,1,31,31,0,3,0,2,1,0,0,0,বাংলাদেশ বিমান বাহিনীতে ৮৯ বাফা কোর্সে অফিসার ক্যাডেট নিয়োগ চলছে। বিস্তারিতঃ  [URL] ,85,1,31,31,0,3,0,2,1,0,0,0,1,31,31,0,3,0,2,1,0,0,0
smish,💖 আপনি কি ফ্রি কাজ শিখতে চান। কাজের পাশাপাশি কি ইনকাম করতে চান?প্রতি দিন ৪০০থেকে৫০০ টাকা ইনকাম করতে পারবেন? তাহলে আর দেরি কেনো? এখনি যোগাযোগ করুন : ০১৭২২৬৭২৩৯১,Bengali,0,2,💖 আপনি কি ফ্রি কাজ শিখতে চান। কাজের পাশাপাশি কি ইনকাম করতে চান?প্রতি দিন ৪০০থেকে৫০০ টাকা ইনকাম করতে পারবেন? তাহলে আর দেরি কেনো? এখনি যোগাযোগ করুন : ০১৭২২৬৭২৩৯১,💖 আপনি কি ফ্রি কাজ শিখতে চান। কাজের পাশাপাশি কি ইনকাম করতে চান?প্রতি দিন ৪০০থেকে৫০০ টাকা ইনকাম করতে পারবেন? তাহলে আর দেরি কেনো? এখনি যোগাযোগ করুন : ০১৭২২৬৭২৩৯১,[],0,0,0,0,0,0,0,0,0,0,0,0,💖 আপনি কি ফ্রি কাজ শিখতে চান। কাজের পাশাপাশি কি ইনকাম করতে চান?প্রতি দিন ৪০০থেকে৫০০ টাকা ইনকাম করতে পারবেন? তাহলে আর দেরি কেনো? এখনি যোগাযোগ করুন : ০১৭২২৬৭২৩৯১,159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
normal,"আপা, রাতের খাবারে কি রান্না করবেন? আমি মাছ কিনে এনেছি।",Bengali,0,0,"আপা, রাতের খাবারে কি রান্না করবেন? আমি মাছ কিনে এনেছি।","আপা, রাতের খাবারে কি রান্না করবেন? আমি মাছ কিনে এনেছি।",[],0,0,0,0,0,0,0,0,0,0,0,0,"আপা, রাতের খাবারে কি রান্না করবেন? আমি মাছ কিনে এনেছি।",54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
smish,স্থিতিশীল কাজ। বেতন 1500 BDT/দিন। ঘরে বসে কাজ: cutt.ly/U6zMFGQ,Bengali,1,2,স্থিতিশীল কাজ। বেতন 1500 BDT/দিন। ঘরে বসে কাজ: cutt.ly/U6zMFGQ,স্থিতিশীল কাজ। বেতন 1500 BDT/দিন। ঘরে বসে কাজ: cutt.ly/U6zMFGQ,['cutt.ly/U6zMFGQ'],1,1,15,15,1,1,0,1,0,0,0,1,স্থিতিশীল কাজ। বেতন 1500 BDT/দিন। ঘরে বসে কাজ:  [URL] ,54,1,15,15,1,1,0,1,0,0,0,1,1,15,15,1,1,0,1,0,0,0,1
smish,"⏩নতুন ওয়েবসাইট [PROFITSHOP24]
▶️রেজিষ্ট্রেশন ফি 15 টাকা
▶️ রেজিস্ট্রেশন লিং: ইনবক্স।
🌟 কাজ হলোঃ
ইউটিউবে ভিডিও দেখা,,অথবা ফেসবুকে একটা Page ফলো দিয়ে আপনি 1-3 টাকা ইনকাম করতে পারবেন ।🔥😱
👉মাত্র ৩৫ টাকা হলেই উইথড্র দিতে পারবেন 👈",Bengali,0,2,"⏩নতুন ওয়েবসাইট [PROFITSHOP24]
▶️রেজিষ্ট্রেশন ফি 15 টাকা
▶️ রেজিস্ট্রেশন লিং: ইনবক্স।
🌟 কাজ হলোঃ
ইউটিউবে ভিডিও দেখা,,অথবা ফেসবুকে একটা Page ফলো দিয়ে আপনি 1-3 টাকা ইনকাম করতে পারবেন ।🔥😱
👉মাত্র ৩৫ টাকা হলেই উইথড্র দিতে পারবেন 👈","⏩নতুন ওয়েবসাইট [PROFITSHOP24] ▶️রেজিষ্ট্রেশন ফি 15 টাকা ▶️ রেজিস্ট্রেশন লিং: ইনবক্স। 🌟 কাজ হলোঃ ইউটিউবে ভিডিও দেখা,,অথবা ফেসবুকে একটা Page ফলো দিয়ে আপনি 1-3 টাকা ইনকাম করতে পারবেন ।🔥😱 👉মাত্র ৩৫ টাকা হলেই উইথড্র দিতে পারবেন 👈",[],0,0,0,0,0,0,0,0,0,0,0,0,"⏩নতুন ওয়েবসাইট [PROFITSHOP24] ▶️রেজিষ্ট্রেশন ফি 15 টাকা ▶️ রেজিস্ট্রেশন লিং: ইনবক্স। 🌟 কাজ হলোঃ ইউটিউবে ভিডিও দেখা,,অথবা ফেসবুকে একটা Page ফলো দিয়ে আপনি 1-3 টাকা ইনকাম করতে পারবেন ।🔥😱 👉মাত্র ৩৫ টাকা হলেই উইথড্র দিতে পারবেন 👈",226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
smish,"বিকাশ একাউন্টে ১০,০০০ টাকা ভুলবশত পাঠানো হয়েছে। রিফান্ড পেতে bkash-secureverify24.org এ গিয়ে পিন দিন। না হলে একাউন্ট স্থগিত হবে।",Bengali,1,2,"বিকাশ একাউন্টে ১০,০০০ টাকা ভুলবশত পাঠানো হয়েছে। রিফান্ড পেতে bkash-secureverify24.org এ গিয়ে পিন দিন। না হলে একাউন্ট স্থগিত হবে।","বিকাশ একাউন্টে ১০,০০০ টাকা ভুলবশত পাঠানো হয়েছে। রিফান্ড পেতে bkash-secureverify24.org এ গিয়ে পিন দিন। না হলে একাউন্ট স্থগিত হবে।",['bkash-secureverify24.org'],1,1,24,24,2,1,1,0,0,0,0,0,"বিকাশ একাউন্টে ১০,০০০ টাকা ভুলবশত পাঠানো হয়েছে। রিফান্ড পেতে  [URL]  এ গিয়ে পিন দিন। না হলে একাউন্ট স্থগিত হবে।",113,1,24,24,2,1,1,0,0,0,0,0,1,24,24,2,1,1,0,0,0,0,0
promo,"হটশট ক্যাশব্যাক ৳১৮! হটস্পট ডিলে ২২জিবি@৳১৭৯, ৭দিন: cutt.ly/fwLo4TBP",Bengali,1,1,"হটশট ক্যাশব্যাক ৳১৮! হটস্পট ডিলে ২২জিবি@৳১৭৯, ৭দিন: cutt.ly/fwLo4TBP","হটশট ক্যাশব্যাক ৳১৮! হটস্পট ডিলে ২২জিবি@৳১৭৯, ৭দিন: cutt.ly/fwLo4TBP",['cutt.ly/fwLo4TBP'],1,1,16,16,1,1,0,1,0,0,0,1,"হটশট ক্যাশব্যাক ৳১৮! হটস্পট ডিলে ২২জিবি@৳১৭৯, ৭দিন:  [URL] ",59,1,16,16,1,1,0,1,0,0,0,1,1,16,16,1,1,0,1,0,0,0,1
smish,জরুরি! আপনার ব্র্যাক ব্যাংক অ্যাকাউন্ট হ্যাক হয়েছে। OTP: 2346 দিয়ে সুরক্ষিত করুন।,Bengali,0,2,জরুরি! আপনার ব্র্যাক ব্যাংক অ্যাকাউন্ট হ্যাক হয়েছে। OTP: 2346 দিয়ে সুরক্ষিত করুন।,জরুরি! আপনার ব্র্যাক ব্যাংক অ্যাকাউন্ট হ্যাক হয়েছে। OTP: 2346 দিয়ে সুরক্ষিত করুন।,[],0,0,0,0,0,0,0,0,0,0,0,0,জরুরি! আপনার ব্র্যাক ব্যাংক অ্যাকাউন্ট হ্যাক হয়েছে। OTP: 2346 দিয়ে সুরক্ষিত করুন।,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
smish,আপনার গ্যাস বিল বকেয়া রয়েছে। অবিলম্বে পেমেন্ট করুন। কল করুন +8801814455667,Bengali,0,2,আপনার গ্যাস বিল বকেয়া রয়েছে। অবিলম্বে পেমেন্ট করুন। কল করুন +8801814455667,আপনার গ্যাস বিল বকেয়া রয়েছে। অবিলম্বে পেমেন্ট করুন। কল করুন +8801814455667,[],0,0,0,0,0,0,0,0,0,0,0,0,আপনার গ্যাস বিল বকেয়া রয়েছে। অবিলম্বে পেমেন্ট করুন। কল করুন +8801814455667,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
promo,বোনাস সহ ২জিবি-৪৫টাকা-৩দিন। ডায়াল *১২১*৫৫৩৪# বা mygp.li/my,Bengali,1,1,বোনাস সহ ২জিবি-৪৫টাকা-৩দিন। ডায়াল *১২১*৫৫৩৪# বা mygp.li/my,বোনাস সহ ২জিবি-৪৫টাকা-৩দিন। ডায়াল *১২১*৫৫৩৪# বা mygp.li/my,['mygp.li/my'],1,1,10,10,0,1,0,1,0,0,0,0,বোনাস সহ ২জিবি-৪৫টাকা-৩দিন। ডায়াল *১২১*৫৫৩৪# বা  [URL] ,56,1,10,10,0,1,0,1,0,0,0,0,1,10,10,0,1,0,1,0,0,0,0
smish,২৪ ঘণ্টার মধ্যে ৫ লক্ষ টাকা লোন নিশ্চিত। কোন জমা বা দালালি নেই। আজই আবেদন করুন। যোগাযোগ: ০১৮৬৭৫৪৬৩৮৯,Bengali,0,2,২৪ ঘণ্টার মধ্যে ৫ লক্ষ টাকা লোন নিশ্চিত। কোন জমা বা দালালি নেই। আজই আবেদন করুন। যোগাযোগ: ০১৮৬৭৫৪৬৩৮৯,২৪ ঘণ্টার মধ্যে ৫ লক্ষ টাকা লোন নিশ্চিত। কোন জমা বা দালালি নেই। আজই আবেদন করুন। যোগাযোগ: ০১৮৬৭৫৪৬৩৮৯,[],0,0,0,0,0,0,0,0,0,0,0,0,২৪ ঘণ্টার মধ্যে ৫ লক্ষ টাকা লোন নিশ্চিত। কোন জমা বা দালালি নেই। আজই আবেদন করুন। যোগাযোগ: ০১৮৬৭৫৪৬৩৮৯,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
normal,কি খবর?,Bengali,0,0,কি খবর?,কি খবর?,[],0,0,0,0,0,0,0,0,0,0,0,0,কি খবর?,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
normal,"মামি, আপনার রেসিপি অনুযায়ী রান্না করেছি। খুব ভালো হয়েছে।",Bengali,0,0,"মামি, আপনার রেসিপি অনুযায়ী রান্না করেছি। খুব ভালো হয়েছে।","মামি, আপনার রেসিপি অনুযায়ী রান্না করেছি। খুব ভালো হয়েছে।",[],0,0,0,0,0,0,0,0,0,0,0,0,"মামি, আপনার রেসিপি অনুযায়ী রান্না করেছি। খুব ভালো হয়েছে।",58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
smish,"উপবৃত্তির 4200 টাকার জন্য
যোগাযোগ করুন: 01320660547
শিক্ষা বোর্ড",Bengali,0,2,"উপবৃত্তির 4200 টাকার জন্য
যোগাযোগ করুন: 01320660547
শিক্ষা বোর্ড",উপবৃত্তির 4200 টাকার জন্য যোগাযোগ করুন: 01320660547 শিক্ষা বোর্ড,[],0,0,0,0,0,0,0,0,0,0,0,0,উপবৃত্তির 4200 টাকার জন্য যোগাযোগ করুন: 01320660547 শিক্ষা বোর্ড,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
