label,text,source,has_url,label_id,text_original,text_normalized,urls,url_count,url_count.1,url_total_length,url_max_length,url_digit_count,url_dot_count,url_hyphen_count,url_slash_count,url_has_https,url_has_ip,url_has_at,url_is_shortened,text_for_model,character_length,url_count.2,url_total_length.1,url_max_length.1,url_digit_count.1,url_dot_count.1,url_hyphen_count.1,url_slash_count.1,url_has_https.1,url_has_ip.1,url_has_at.1,url_is_shortened.1,url_count,url_total_length,url_max_length,url_digit_count,url_dot_count,url_hyphen_count,url_slash_count,url_has_https,url_has_ip,url_has_at,url_is_shortened,text_unicode,text_clean,phone_count,has_phone,digit_count,number_count,has_digits,char_count,word_count,exclamation_count,question_count,comma_count,dot_count,colon_count,special_char_count,currency_count,has_currency,security_keyword_count,has_security_keyword,bangla_char_count,english_char_count,bangla_ratio,english_ratio,has_bangla,has_english
normal,আজকে দুপুরে মোবাইলের চার্জ শেষ হয়ে গিয়েছিলো। একেবারে অফলাইনে ছিলাম।,Bengali,0,0,আজকে দুপুরে মোবাইলের চার্জ শেষ হয়ে গিয়েছিলো। একেবারে অফলাইনে ছিলাম।,আজকে দুপুরে মোবাইলের চার্জ শেষ হয়ে গিয়েছিলো। একেবারে অফলাইনে ছিলাম।,[],0,0,0,0,0,0,0,0,0,0,0,0,আজকে দুপুরে মোবাইলের চার্জ শেষ হয়ে গিয়েছিলো। একেবারে অফলাইনে ছিলাম।,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,আজকে দুপুরে মোবাইলের চার্জ শেষ হয়ে গিয়েছিলো। একেবারে অফলাইনে ছিলাম।,আজকে দুপুরে মোবাইলের চার্জ শেষ হয়ে গিয়েছিলো। একেবারে অফলাইনে ছিলাম।,0,0,0,0,0,69,10,0,0,0,0,0,26,0,0,0,0,58,0,1.0,0.0,1,0
smish,জরুরি আপডেট: আপনার PF একাউন্ট ব্লক। আনব্লক করতে OTP: 8743 দিন।,Bengali,0,2,জরুরি আপডেট: আপনার PF একাউন্ট ব্লক। আনব্লক করতে OTP: 8743 দিন।,জরুরি আপডেট: আপনার PF একাউন্ট ব্লক। আনব্লক করতে OTP: 8743 দিন।,[],0,0,0,0,0,0,0,0,0,0,0,0,জরুরি আপডেট: আপনার PF একাউন্ট ব্লক। আনব্লক করতে OTP: 8743 দিন।,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,জরুরি আপডেট: আপনার PF একাউন্ট ব্লক। আনব্লক করতে OTP: 8743 দিন।,জরুরি আপডেট: আপনার PF একাউন্ট ব্লক। আনব্লক করতে OTP: 8743 দিন।,0,0,4,1,1,62,11,0,0,0,0,2,14,0,0,1,1,39,5,0.8863636363636364,0.11363636363636363,1,1
normal,আজ সকালে বাসায় বিদ্যুৎ ছিল না। সবকিছু গরম আর অস্বস্তিকর লাগছিলো। বিদ্যুৎ আসার পর মনে হলো স্বস্তি পেয়েছি।,Bengali,0,0,আজ সকালে বাসায় বিদ্যুৎ ছিল না। সবকিছু গরম আর অস্বস্তিকর লাগছিলো। বিদ্যুৎ আসার পর মনে হলো স্বস্তি পেয়েছি।,আজ সকালে বাসায় বিদ্যুৎ ছিল না। সবকিছু গরম আর অস্বস্তিকর লাগছিলো। বিদ্যুৎ আসার পর মনে হলো স্বস্তি পেয়েছি।,[],0,0,0,0,0,0,0,0,0,0,0,0,আজ সকালে বাসায় বিদ্যুৎ ছিল না। সবকিছু গরম আর অস্বস্তিকর লাগছিলো। বিদ্যুৎ আসার পর মনে হলো স্বস্তি পেয়েছি।,106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,আজ সকালে বাসায় বিদ্যুৎ ছিল না। সবকিছু গরম আর অস্বস্তিকর লাগছিলো। বিদ্যুৎ আসার পর মনে হলো স্বস্তি পেয়েছি।,আজ সকালে বাসায় বিদ্যুৎ ছিল না। সবকিছু গরম আর অস্বস্তিকর লাগছিলো। বিদ্যুৎ আসার পর মনে হলো স্বস্তি পেয়েছি।,0,0,0,0,0,106,18,0,0,0,0,0,34,0,0,0,0,86,0,1.0,0.0,1,0
promo,দারাজে মেগা সেল! সকল পণ্যে ৫০% পর্যন্ত ছাড়। আজই কিনুন!,Bengali,0,1,দারাজে মেগা সেল! সকল পণ্যে ৫০% পর্যন্ত ছাড়। আজই কিনুন!,দারাজে মেগা সেল! সকল পণ্যে ৫০% পর্যন্ত ছাড়। আজই কিনুন!,[],0,0,0,0,0,0,0,0,0,0,0,0,দারাজে মেগা সেল! সকল পণ্যে ৫০% পর্যন্ত ছাড়। আজই কিনুন!,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,দারাজে মেগা সেল! সকল পণ্যে ৫০% পর্যন্ত ছাড়। আজই কিনুন!,দারাজে মেগা সেল! সকল পণ্যে ৫০% পর্যন্ত ছাড়। আজই কিনুন!,0,0,2,1,1,55,10,2,0,0,0,0,18,0,0,0,0,42,0,1.0,0.0,1,0
smish,আপনার DBBL কার্ড থেকে অননুমোদিত উত্তোলন হয়েছে। বন্ধ করতে login-dbblsecure.net এ প্রবেশ করুন।,Bengali,1,2,আপনার DBBL কার্ড থেকে অননুমোদিত উত্তোলন হয়েছে। বন্ধ করতে login-dbblsecure.net এ প্রবেশ করুন।,আপনার DBBL কার্ড থেকে অননুমোদিত উত্তোলন হয়েছে। বন্ধ করতে login-dbblsecure.net এ প্রবেশ করুন।,['login-dbblsecure.net'],1,1,20,20,0,1,1,0,0,0,0,0,আপনার DBBL কার্ড থেকে অননুমোদিত উত্তোলন হয়েছে। বন্ধ করতে  [URL]  এ প্রবেশ করুন।,80,1,20,20,0,1,1,0,0,0,0,0,1,20,20,0,1,1,0,0,0,0,0,আপনার DBBL কার্ড থেকে অননুমোদিত উত্তোলন হয়েছে। বন্ধ করতে login-dbblsecure.net এ প্রবেশ করুন।,আপনার DBBL কার্ড থেকে অননুমোদিত উত্তোলন হয়েছে। বন্ধ করতে login-dbblsecure.net এ প্রবেশ করুন।,0,0,0,0,0,93,13,0,0,0,1,0,22,0,0,1,1,55,22,0.7142857142857143,0.2857142857142857,1,1
smish,"যাদের টেলিগ্রাম আছে তাঁরা আজ থেকে অনেক টাকা ইনকাম করতে পারবেন।https://t.me/Moshiur3412_bot?start=r00372672385
দিনে ১ ঘন্টা সময় ব্যয় করে 500💵 থেকে 1000💵 টাকা ইনকাম করুন। কোন এড ছাড়াই। আপনি কল্পনা করতে পারবেন না যে বিশাল বড় সুযোগ চাচ্ছে আপনার সামনে থেকে💸😱।তাই এই সুযোগ মিস করতে না চাইলে উপরের টেলিগ্রাম লিংকে ক্লিক করুন এখুনি",Bengali,1,2,"যাদের টেলিগ্রাম আছে তাঁরা আজ থেকে অনেক টাকা ইনকাম করতে পারবেন।https://t.me/Moshiur3412_bot?start=r00372672385
দিনে ১ ঘন্টা সময় ব্যয় করে 500💵 থেকে 1000💵 টাকা ইনকাম করুন। কোন এড ছাড়াই। আপনি কল্পনা করতে পারবেন না যে বিশাল বড় সুযোগ চাচ্ছে আপনার সামনে থেকে💸😱।তাই এই সুযোগ মিস করতে না চাইলে উপরের টেলিগ্রাম লিংকে ক্লিক করুন এখুনি",যাদের টেলিগ্রাম আছে তাঁরা আজ থেকে অনেক টাকা ইনকাম করতে পারবেন।https://t.me/Moshiur3412_bot?start=r00372672385 দিনে ১ ঘন্টা সময় ব্যয় করে 500💵 থেকে 1000💵 টাকা ইনকাম করুন। কোন এড ছাড়াই। আপনি কল্পনা করতে পারবেন না যে বিশাল বড় সুযোগ চাচ্ছে আপনার সামনে থেকে💸😱।তাই এই সুযোগ মিস করতে না চাইলে উপরের টেলিগ্রাম লিংকে ক্লিক করুন এখুনি,['https://t.me/Moshiur3412_bot?start=r00372672385'],1,1,47,47,15,1,0,3,1,0,0,0,যাদের টেলিগ্রাম আছে তাঁরা আজ থেকে অনেক টাকা ইনকাম করতে পারবেন। [URL]  দিনে ১ ঘন্টা সময় ব্যয় করে 500💵 থেকে 1000💵 টাকা ইনকাম করুন। কোন এড ছাড়াই। আপনি কল্পনা করতে পারবেন না যে বিশাল বড় সুযোগ চাচ্ছে আপনার সামনে থেকে💸😱।তাই এই সুযোগ মিস করতে না চাইলে উপরের টেলিগ্রাম লিংকে ক্লিক করুন এখুনি,287,1,47,47,15,1,0,3,1,0,0,0,1,47,47,15,1,0,3,1,0,0,0,"যাদের টেলিগ্রাম আছে তাঁরা আজ থেকে অনেক টাকা ইনকাম করতে পারবেন।https://t.me/Moshiur3412_bot?start=r00372672385
দিনে ১ ঘন্টা সময় ব্যয় করে 500💵 থেকে 1000💵 টাকা ইনকাম করুন। কোন এড ছাড়াই। আপনি কল্পনা করতে পারবেন না যে বিশাল বড় সুযোগ চাচ্ছে আপনার সামনে থেকে💸😱।তাই এই সুযোগ মিস করতে না চাইলে উপরের টেলিগ্রাম লিংকে ক্লিক করুন এখুনি",যাদের টেলিগ্রাম আছে তাঁরা আজ থেকে অনেক টাকা ইনকাম করতে পারবেন।https://t.me/Moshiur3412_bot?start=r00372672385 দিনে ১ ঘন্টা সময় ব্যয় করে 500💵 থেকে 1000💵 টাকা ইনকাম করুন। কোন এড ছাড়াই। আপনি কল্পনা করতে পারবেন না যে বিশাল বড় সুযোগ চাচ্ছে আপনার সামনে থেকে💸😱।তাই এই সুযোগ মিস করতে না চাইলে উপরের টেলিগ্রাম লিংকে ক্লিক করুন এখুনি,0,0,23,5,1,327,51,0,1,0,1,1,94,2,1,0,0,215,24,0.899581589958159,0.100418410041841,1,1
normal,আজ খুব ঠাণ্ডা হচ্ছে।,Bengali,0,0,আজ খুব ঠাণ্ডা হচ্ছে।,আজ খুব ঠাণ্ডা হচ্ছে।,[],0,0,0,0,0,0,0,0,0,0,0,0,আজ খুব ঠাণ্ডা হচ্ছে।,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,আজ খুব ঠাণ্ডা হচ্ছে।,আজ খুব ঠাণ্ডা হচ্ছে।,0,0,0,0,0,20,4,0,0,0,0,0,7,0,0,0,0,16,0,1.0,0.0,1,0
smish,"৫,০০০ টাকা বিনিয়োগে ১৫,০০০ টাকা অর্জন করুন! কল করুন: +8801916677889",Bengali,0,2,"৫,০০০ টাকা বিনিয়োগে ১৫,০০০ টাকা অর্জন করুন! কল করুন: +8801916677889","৫,০০০ টাকা বিনিয়োগে ১৫,০০০ টাকা অর্জন করুন! কল করুন: +8801916677889",[],0,0,0,0,0,0,0,0,0,0,0,0,"৫,০০০ টাকা বিনিয়োগে ১৫,০০০ টাকা অর্জন করুন! কল করুন: +8801916677889",68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"৫,০০০ টাকা বিনিয়োগে ১৫,০০০ টাকা অর্জন করুন! কল করুন: +8801916677889","৫,০০০ টাকা বিনিয়োগে ১৫,০০০ টাকা অর্জন করুন! কল করুন: +8801916677889",1,1,22,3,1,68,10,1,0,2,0,1,17,2,1,0,0,41,0,1.0,0.0,1,0
smish,সোনালী ব্যাংক অ্যাকাউন্ট ব্লক হয়েছে। পুনরায় চালু করতে এখানে ক্লিক করুন: https://wa.me/8801818899001,Bengali,1,2,সোনালী ব্যাংক অ্যাকাউন্ট ব্লক হয়েছে। পুনরায় চালু করতে এখানে ক্লিক করুন: https://wa.me/8801818899001,সোনালী ব্যাংক অ্যাকাউন্ট ব্লক হয়েছে। পুনরায় চালু করতে এখানে ক্লিক করুন: https://wa.me/8801818899001,['https://wa.me/8801818899001'],1,1,27,27,13,1,0,3,1,0,0,0,সোনালী ব্যাংক অ্যাকাউন্ট ব্লক হয়েছে। পুনরায় চালু করতে এখানে ক্লিক করুন:  [URL] ,81,1,27,27,13,1,0,3,1,0,0,0,1,27,27,13,1,0,3,1,0,0,0,সোনালী ব্যাংক অ্যাকাউন্ট ব্লক হয়েছে। পুনরায় চালু করতে এখানে ক্লিক করুন: https://wa.me/8801818899001,সোনালী ব্যাংক অ্যাকাউন্ট ব্লক হয়েছে। পুনরায় চালু করতে এখানে ক্লিক করুন: https://wa.me/8801818899001,1,1,13,1,1,101,12,0,0,0,1,2,32,0,0,1,1,61,9,0.8714285714285714,0.12857142857142856,1,1
smish,"ইমার্জেন্সি নোটিশ! আপনার মোবাইল নম্বর ০১৭১১২২৩৩৪৪ টি একটি আন্তর্জাতিক প্রতারণামূলক চক্রের তালিকায় অন্তর্ভুক্ত হয়েছে। এই নম্বর ব্যবহার করে বিভিন্ন অবৈধ কার্যকলাপের অভিযোগ এসেছে যার মধ্যে রয়েছে অনলাইন জুয়া, সাইবার বুলিং এবং ফ্রড। আপনার নাম পরিষ্কার রাখতে এবং আইনি ঝামেলা এড়াতে পরবর্তী ২৪ ঘন্টার মধ্যে আপনার পরিচয় যাচাই করতে হবে। clear-name-urgent.ga লিংকে গিয়ে সম্পূর্ণ তথ্য দিন।",Bengali,1,2,"ইমার্জেন্সি নোটিশ! আপনার মোবাইল নম্বর ০১৭১১২২৩৩৪৪ টি একটি আন্তর্জাতিক প্রতারণামূলক চক্রের তালিকায় অন্তর্ভুক্ত হয়েছে। এই নম্বর ব্যবহার করে বিভিন্ন অবৈধ কার্যকলাপের অভিযোগ এসেছে যার মধ্যে রয়েছে অনলাইন জুয়া, সাইবার বুলিং এবং ফ্রড। আপনার নাম পরিষ্কার রাখতে এবং আইনি ঝামেলা এড়াতে পরবর্তী ২৪ ঘন্টার মধ্যে আপনার পরিচয় যাচাই করতে হবে। clear-name-urgent.ga লিংকে গিয়ে সম্পূর্ণ তথ্য দিন।","ইমার্জেন্সি নোটিশ! আপনার মোবাইল নম্বর ০১৭১১২২৩৩৪৪ টি একটি আন্তর্জাতিক প্রতারণামূলক চক্রের তালিকায় অন্তর্ভুক্ত হয়েছে। এই নম্বর ব্যবহার করে বিভিন্ন অবৈধ কার্যকলাপের অভিযোগ এসেছে যার মধ্যে রয়েছে অনলাইন জুয়া, সাইবার বুলিং এবং ফ্রড। আপনার নাম পরিষ্কার রাখতে এবং আইনি ঝামেলা এড়াতে পরবর্তী ২৪ ঘন্টার মধ্যে আপনার পরিচয় যাচাই করতে হবে। clear-name-urgent.ga লিংকে গিয়ে সম্পূর্ণ তথ্য দিন।",['clear-name-urgent.ga'],1,1,20,20,0,1,2,0,0,0,0,0,"ইমার্জেন্সি নোটিশ! আপনার মোবাইল নম্বর ০১৭১১২২৩৩৪৪ টি একটি আন্তর্জাতিক প্রতারণামূলক চক্রের তালিকায় অন্তর্ভুক্ত হয়েছে। এই নম্বর ব্যবহার করে বিভিন্ন অবৈধ কার্যকলাপের অভিযোগ এসেছে যার মধ্যে রয়েছে অনলাইন জুয়া, সাইবার বুলিং এবং ফ্রড। আপনার নাম পরিষ্কার রাখতে এবং আইনি ঝামেলা এড়াতে পরবর্তী ২৪ ঘন্টার মধ্যে আপনার পরিচয় যাচাই করতে হবে।  [URL]  লিংকে গিয়ে সম্পূর্ণ তথ্য দিন।",371,1,20,20,0,1,2,0,0,0,0,0,1,20,20,0,1,2,0,0,0,0,0,"ইমার্জেন্সি নোটিশ! আপনার মোবাইল নম্বর ০১৭১১২২৩৩৪৪ টি একটি আন্তর্জাতিক প্রতারণামূলক চক্রের তালিকায় অন্তর্ভুক্ত হয়েছে। এই নম্বর ব্যবহার করে বিভিন্ন অবৈধ কার্যকলাপের অভিযোগ এসেছে যার মধ্যে রয়েছে অনলাইন জুয়া, সাইবার বুলিং এবং ফ্রড। আপনার নাম পরিষ্কার রাখতে এবং আইনি ঝামেলা এড়াতে পরবর্তী ২৪ ঘন্টার মধ্যে আপনার পরিচয় যাচাই করতে হবে। clear-name-urgent.ga লিংকে গিয়ে সম্পূর্ণ তথ্য দিন।","ইমার্জেন্সি নোটিশ! আপনার মোবাইল নম্বর ০১৭১১২২৩৩৪৪ টি একটি আন্তর্জাতিক প্রতারণামূলক চক্রের তালিকায় অন্তর্ভুক্ত হয়েছে। এই নম্বর ব্যবহার করে বিভিন্ন অবৈধ কার্যকলাপের অভিযোগ এসেছে যার মধ্যে রয়েছে অনলাইন জুয়া, সাইবার বুলিং এবং ফ্রড। আপনার নাম পরিষ্কার রাখতে এবং আইনি ঝামেলা এড়াতে পরবর্তী ২৪ ঘন্টার মধ্যে আপনার পরিচয় যাচাই করতে হবে। clear-name-urgent.ga লিংকে গিয়ে সম্পূর্ণ তথ্য দিন।",0,0,13,2,1,384,55,1,0,1,1,0,115,0,0,1,1,304,17,0.9470404984423676,0.0529595015576324,1,1
smish,সর্তকতা! আপনার চাকরির সার্টিফিকেট ভেরিফাই করুন: verify-job.ml,Bengali,1,2,সর্তকতা! আপনার চাকরির সার্টিফিকেট ভেরিফাই করুন: verify-job.ml,সর্তকতা! আপনার চাকরির সার্টিফিকেট ভেরিফাই করুন: verify-job.ml,['verify-job.ml'],1,1,13,13,0,1,1,0,0,0,0,0,সর্তকতা! আপনার চাকরির সার্টিফিকেট ভেরিফাই করুন:  [URL] ,55,1,13,13,0,1,1,0,0,0,0,0,1,13,13,0,1,1,0,0,0,0,0,সর্তকতা! আপনার চাকরির সার্টিফিকেট ভেরিফাই করুন: verify-job.ml,সর্তকতা! আপনার চাকরির সার্টিফিকেট ভেরিফাই করুন: verify-job.ml,0,0,0,0,0,61,7,1,0,0,1,1,18,0,0,2,1,40,11,0.7843137254901961,0.21568627450980393,1,1
normal,তুমি কি স্কুলে যাচ্ছো?,Bengali,0,0,তুমি কি স্কুলে যাচ্ছো?,তুমি কি স্কুলে যাচ্ছো?,[],0,0,0,0,0,0,0,0,0,0,0,0,তুমি কি স্কুলে যাচ্ছো?,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,তুমি কি স্কুলে যাচ্ছো?,তুমি কি স্কুলে যাচ্ছো?,0,0,0,0,0,22,4,0,1,0,0,0,10,0,0,0,0,18,0,1.0,0.0,1,0
promo,"ফুলঅন ইন্টারনেটিংয়ে পকেট সেভিং,নাও ২জিবি@৳৬৯,৭ দিন- cutt.ly/CwUPKGTR",Bengali,1,1,"ফুলঅন ইন্টারনেটিংয়ে পকেট সেভিং,নাও ২জিবি@৳৬৯,৭ দিন- cutt.ly/CwUPKGTR","ফুলঅন ইন্টারনেটিংয়ে পকেট সেভিং,নাও ২জিবি@৳৬৯,৭ দিন- cutt.ly/CwUPKGTR",['cutt.ly/CwUPKGTR'],1,1,16,16,0,1,0,1,0,0,0,1,"ফুলঅন ইন্টারনেটিংয়ে পকেট সেভিং,নাও ২জিবি@৳৬৯,৭ দিন-  [URL] ",60,1,16,16,0,1,0,1,0,0,0,1,1,16,16,0,1,0,1,0,0,0,1,"ফুলঅন ইন্টারনেটিংয়ে পকেট সেভিং,নাও ২জিবি@৳৬৯,৭ দিন- cutt.ly/CwUPKGTR","ফুলঅন ইন্টারনেটিংয়ে পকেট সেভিং,নাও ২জিবি@৳৬৯,৭ দিন- cutt.ly/CwUPKGTR",0,0,4,2,1,69,7,0,0,2,1,0,23,1,1,0,0,43,14,0.7543859649122807,0.24561403508771928,1,1
normal,"আমি আজকে নতুন ফোন কিনেছি, Samsung Galaxy A15। দামটা একটু বেশি হয়েছে, কিন্তু ক্যামেরা একদম অসাধারণ!",Bengali,0,0,"আমি আজকে নতুন ফোন কিনেছি, Samsung Galaxy A15। দামটা একটু বেশি হয়েছে, কিন্তু ক্যামেরা একদম অসাধারণ!","আমি আজকে নতুন ফোন কিনেছি, Samsung Galaxy A15। দামটা একটু বেশি হয়েছে, কিন্তু ক্যামেরা একদম অসাধারণ!",[],0,0,0,0,0,0,0,0,0,0,0,0,"আমি আজকে নতুন ফোন কিনেছি, Samsung Galaxy A15। দামটা একটু বেশি হয়েছে, কিন্তু ক্যামেরা একদম অসাধারণ!",99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"আমি আজকে নতুন ফোন কিনেছি, Samsung Galaxy A15। দামটা একটু বেশি হয়েছে, কিন্তু ক্যামেরা একদম অসাধারণ!","আমি আজকে নতুন ফোন কিনেছি, Samsung Galaxy A15। দামটা একটু বেশি হয়েছে, কিন্তু ক্যামেরা একদম অসাধারণ!",0,0,2,1,1,99,16,1,0,2,0,0,28,0,0,0,0,64,14,0.8205128205128205,0.1794871794871795,1,1
promo,Daraz Big Sale—ইলেকট্রনিক্সে ৫০% পর্যন্ত ছাড়। আজ রাত ১২টা পর্যন্ত।,Bengali,0,1,Daraz Big Sale—ইলেকট্রনিক্সে ৫০% পর্যন্ত ছাড়। আজ রাত ১২টা পর্যন্ত।,Daraz Big Sale - ইলেকট্রনিক্সে ৫০% পর্যন্ত ছাড়। আজ রাত ১২টা পর্যন্ত।,[],0,0,0,0,0,0,0,0,0,0,0,0,Daraz Big Sale - ইলেকট্রনিক্সে ৫০% পর্যন্ত ছাড়। আজ রাত ১২টা পর্যন্ত।,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Daraz Big Sale—ইলেকট্রনিক্সে ৫০% পর্যন্ত ছাড়। আজ রাত ১২টা পর্যন্ত।,Daraz Big Sale—ইলেকট্রনিক্সে ৫০% পর্যন্ত ছাড়। আজ রাত ১২টা পর্যন্ত।,0,0,4,2,1,67,10,0,0,0,0,0,17,0,0,0,0,42,12,0.7777777777777778,0.2222222222222222,1,1
normal,ঈদ মোবারক!,Bengali,0,0,ঈদ মোবারক!,ঈদ মোবারক!,[],0,0,0,0,0,0,0,0,0,0,0,0,ঈদ মোবারক!,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ঈদ মোবারক!,ঈদ মোবারক!,0,0,0,0,0,10,2,1,0,0,0,0,3,0,0,0,0,8,0,1.0,0.0,1,0
normal,"আব্বু, আজ বৃষ্টি হচ্ছে। আপনি ছাতা নিয়ে বের হবেন।",Bengali,0,0,"আব্বু, আজ বৃষ্টি হচ্ছে। আপনি ছাতা নিয়ে বের হবেন।","আব্বু, আজ বৃষ্টি হচ্ছে। আপনি ছাতা নিয়ে বের হবেন।",[],0,0,0,0,0,0,0,0,0,0,0,0,"আব্বু, আজ বৃষ্টি হচ্ছে। আপনি ছাতা নিয়ে বের হবেন।",49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"আব্বু, আজ বৃষ্টি হচ্ছে। আপনি ছাতা নিয়ে বের হবেন।","আব্বু, আজ বৃষ্টি হচ্ছে। আপনি ছাতা নিয়ে বের হবেন।",0,0,0,0,0,49,9,0,0,1,0,0,18,0,0,0,0,38,0,1.0,0.0,1,0
promo,ট্রাভেল প্যাকেজে অফার! কক্সবাজার ট্যুরে ৩০% ছাড়।,Bengali,0,1,ট্রাভেল প্যাকেজে অফার! কক্সবাজার ট্যুরে ৩০% ছাড়।,ট্রাভেল প্যাকেজে অফার! কক্সবাজার ট্যুরে ৩০% ছাড়।,[],0,0,0,0,0,0,0,0,0,0,0,0,ট্রাভেল প্যাকেজে অফার! কক্সবাজার ট্যুরে ৩০% ছাড়।,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ট্রাভেল প্যাকেজে অফার! কক্সবাজার ট্যুরে ৩০% ছাড়।,ট্রাভেল প্যাকেজে অফার! কক্সবাজার ট্যুরে ৩০% ছাড়।,0,0,2,1,1,49,7,1,0,0,0,0,19,0,0,0,0,40,0,1.0,0.0,1,0
smish,"আপনার জমি বিক্রির টাকা জমা হয়েছে, কল করুন: +8801819899901",Bengali,0,2,"আপনার জমি বিক্রির টাকা জমা হয়েছে, কল করুন: +8801819899901","আপনার জমি বিক্রির টাকা জমা হয়েছে, কল করুন: +8801819899901",[],0,0,0,0,0,0,0,0,0,0,0,0,"আপনার জমি বিক্রির টাকা জমা হয়েছে, কল করুন: +8801819899901",58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"আপনার জমি বিক্রির টাকা জমা হয়েছে, কল করুন: +8801819899901","আপনার জমি বিক্রির টাকা জমা হয়েছে, কল করুন: +8801819899901",1,1,13,1,1,58,9,0,0,1,0,1,15,1,1,0,0,34,0,1.0,0.0,1,0
smish,জনতা ব্যাংক অ্যাকাউন্ট ব্লক হয়েছে। পুনরায় চালু করতে কল করুন: +8801815566778,Bengali,0,2,জনতা ব্যাংক অ্যাকাউন্ট ব্লক হয়েছে। পুনরায় চালু করতে কল করুন: +8801815566778,জনতা ব্যাংক অ্যাকাউন্ট ব্লক হয়েছে। পুনরায় চালু করতে কল করুন: +8801815566778,[],0,0,0,0,0,0,0,0,0,0,0,0,জনতা ব্যাংক অ্যাকাউন্ট ব্লক হয়েছে। পুনরায় চালু করতে কল করুন: +8801815566778,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,জনতা ব্যাংক অ্যাকাউন্ট ব্লক হয়েছে। পুনরায় চালু করতে কল করুন: +8801815566778,জনতা ব্যাংক অ্যাকাউন্ট ব্লক হয়েছে। পুনরায় চালু করতে কল করুন: +8801815566778,1,1,13,1,1,77,11,0,0,0,0,1,22,0,0,1,1,51,0,1.0,0.0,1,0
smish,মাশরাফির সাথে ডিনার করার সুযোগ পেতে বিপিএলে বাজি ধরুন। শুরু করুন: ebayisapidlld.altervista.org/,Bengali,1,2,মাশরাফির সাথে ডিনার করার সুযোগ পেতে বিপিএলে বাজি ধরুন। শুরু করুন: ebayisapidlld.altervista.org/,মাশরাফির সাথে ডিনার করার সুযোগ পেতে বিপিএলে বাজি ধরুন। শুরু করুন: ebayisapidlld.altervista.org/,['ebayisapidlld.altervista.org/'],1,1,29,29,0,2,0,1,0,0,0,0,মাশরাফির সাথে ডিনার করার সুযোগ পেতে বিপিএলে বাজি ধরুন। শুরু করুন:  [URL] ,73,1,29,29,0,2,0,1,0,0,0,0,1,29,29,0,2,0,1,0,0,0,0,মাশরাফির সাথে ডিনার করার সুযোগ পেতে বিপিএলে বাজি ধরুন। শুরু করুন: ebayisapidlld.altervista.org/,মাশরাফির সাথে ডিনার করার সুযোগ পেতে বিপিএলে বাজি ধরুন। শুরু করুন: ebayisapidlld.altervista.org/,0,0,0,0,0,95,12,0,0,0,2,1,26,0,0,0,0,53,26,0.6708860759493671,0.3291139240506329,1,1
smish,"https://t.me/Perfect_Money_Wallet_Pro_bot?start=r03883431946
দিনে ২০০-৩০০ টাকা ইনকাম করা খুবই সহজ",Bengali,1,2,"https://t.me/Perfect_Money_Wallet_Pro_bot?start=r03883431946
দিনে ২০০-৩০০ টাকা ইনকাম করা খুবই সহজ",https://t.me/Perfect_Money_Wallet_Pro_bot?start=r03883431946 দিনে ২০০-৩০০ টাকা ইনকাম করা খুবই সহজ,['https://t.me/Perfect_Money_Wallet_Pro_bot?start=r03883431946'],1,1,60,60,11,1,0,3,1,0,0,0, [URL]  দিনে ২০০-৩০০ টাকা ইনকাম করা খুবই সহজ,44,1,60,60,11,1,0,3,1,0,0,0,1,60,60,11,1,0,3,1,0,0,0,"https://t.me/Perfect_Money_Wallet_Pro_bot?start=r03883431946
দিনে ২০০-৩০০ টাকা ইনকাম করা খুবই সহজ",https://t.me/Perfect_Money_Wallet_Pro_bot?start=r03883431946 দিনে ২০০-৩০০ টাকা ইনকাম করা খুবই সহজ,0,0,17,3,1,97,8,0,1,0,1,1,15,1,1,0,0,29,38,0.43283582089552236,0.5671641791044776,1,1
